word,frequency
anarhist,4
glumiti,29
legalista,2
sreća,124
loši,16
glumac,14
odbojni,1
status,113
potpisivati,46
dostavljati,12
omčo,2
nacija,119
generacija,178
izdati,155
deriti,12
padnuti,52
držta,2
tužakanje,1
opravdati,114
agresija,104
dete,310
privlačenje,30
investicija,496
započeti,117
otpočeti,12
ehpo,2
2027,79
zadnji,72
kvartal,26
rast,552
"3,8%",10
"2,5%",9
prognoza,2
"3,5%",9
"69,5",2
milijarda,1127
podizanje,86
eksperiment,31
parapolitika,1
svuda,88
ponuditi,106
blago,32
znata,207
ravni,13
ploča,10
vremenski,65
prostoran,67
kapija,7
plav,7
zelen,201
vanzemaljac,2
uvrediti,70
jagodinac,1
pomoravac,2
deda,27
pradeda,4
čukunded,3
poljnik,1
koron,69
virus,21
milan,76
lombardi,1
šoping,1
milano,2
neodgovoran,62
vakcinisati,5
pojaviti,135
boginja,1
bolest,103
iskoreniti,4
neodgovornost,18
ponavljati,279
duplo,56
opšti,112
poznati,28
neodgovor,1
tajkuna,16
prostor,330
zarad,170
kapital,66
protivno,12
neviđen,18
predstojeći,15
korist,254
obezbediti,364
građanina,66
jagodini,22
širom,122
dvotrećinski,5
poboljšati,44
greška,3
balansiran,2
atiti,17
maksima,2
atmosfera,141
popravljati,21
borku,2
stefanovića,14
107.,105
prekršiti,71
kratak,179
dopadati,20
ignorisati,23
obaveza,390
prihvatljiv,76
radenkovića,1
gospođe,49
fašizam,13
nacizati,3
odbraniti,39
završavati,138
sporazum,702
bravo,34
ćuti,62
prihvatati,74
primedba,55
radoslav,21
milojičić,59
naučnik,62
ponosan,156
zvanje,23
mudriti,7
pridika,11
priželjkivati,7
ukrajinski,6
scenario,18
majka,168
nemačka,193
francuska,139
tužakao,1
surdulica,21
svrljiga,66
gadžin,15
smederevski,13
palanci,19
500.000,49
izdržavati,7
supruga,38
napredovati,59
torba,16
jeremić,25
draganu,30
čovesti,20
imaš,22
avanzeti,1
eduki,1
napredati,1
najpre,74
prilično,56
sličan,115
dragati,11
istaći,157
pokušaj,238
pravljenje,21
naklonjen,3
izazvati,134
pogrešan,109
predstavljanje,20
nameran,18
izvući,36
vest,95
neonacistički,3
metoda,17
nacistički,15
lokal,26
kikindi,20
učinilac,4
zastrašujući,8
dvostruk,45
stalno,208
primenjivati,137
neprihvatljiv,46
simpatizera,2
smiren,9
pribran,3
spremati,55
teren,81
svakodnevno,56
esencija,6
pati,14
eskalirati,5
pribranost,5
zanimljiv,111
video-klipov,1
kliberiti,1
smejati,16
napadnuti,12
novinarka,17
pinka,12
objavljivati,31
udaren,2
hole,13
strašan,115
novinarstvo,11
neprimeren,57
odnositi,332
bogu,14
ugodan,2
ćutiti,38
izvoditi,44
dvoje,74
vešanje,5
faza,134
smetati,210
metod,40
moletan,17
vezati,135
biračak,36
spisak,433
lopovski,10
upisati,101
145.331,4
birač,230
birački,431
19.477.,1
izdržiti,19
pritak,18
rodan,52
fanta,16
fantom,16
doseti,3
odlučiti,266
bulument,7
ausvajiti,1
nacizam,12
igrica,1
strahovit,1
osetljiv,36
uticati,197
afinitet,4
suprotan,55
definisati,183
isticati,71
kamola,14
podvlačiti,12
poneti,29
emocija,38
ohrabrovati,7
sipasti,3
proteći,22
nikakvoj,2
nekakav,275
papir,126
skakuti,2
masiti,6
podvučiti,23
dvojba,1
most,153
proceniti,67
ograda,8
trga,4
pašić,40
rekonstrukcija,140
eventualan,44
mina,36
hidrocentral,23
zalizeti,2
pustiti,173
kosa,9
obučeti,2
majica,9
naočar,6
napadneti,12
podržiti,34
mini,6
centrala,4
pišeti,8
dosetiti,4
ispitivati,4
nedovoljno,41
ažuran,3
ostaditi,4
hidrocentrala,7
pouka,4
propivati,1
maša,3
akcija,107
staloženost,3
smirenost,6
upadica,3
manipulacija,88
trpeljivost,5
pomeriti,31
prepustiti,28
tona,155
iskušenje,9
balint,46
iskazivati,22
kratko,68
kandidatkinja,24
provesti,59
telo,144
nosilac,121
pomoć,333
saradnja,459
motivisati,35
uspešno,62
zajednički,380
vojvođanski,67
mađare,6
mađarska,137
obilaznica,54
subotica,99
ipsilo,6
krak,25
akvi,1
park,34
palić,4
pozorište,35
mađari,25
tradicionalno,15
otvoren,87
realizacija,187
2014.,96
koalicioni,85
zasluga,19
potpisnik,31
hrabrost,76
pružiti,112
značajno,177
jednak,75
optimista,4
ispružen,3
priličiti,9
rešavanje,92
izmeniti,106
obično,44
prirodan,167
sprovođenje,109
izmeriti,7
činilac,17
obraćanje,96
šestočlan,1
raspisivanje,22
utakmica,42
prepoznati,147
gost,62
ostvarenje,28
mađar,81
okrenuti,61
poboljšanje,86
infrastrukturni,137
kandidovati,63
elvir,1
potpredsednica,60
vođenje,66
svojstvo,13
računati,98
obećati,155
tiran,14
snalaziti,11
žanr,1
voda,567
uspeh,119
sadržajan,13
sredina,706
osmi,50
decenija,169
osećaj,46
radost,24
detalj,61
vređan,3
napadan,6
pouzan,5
prevazići,39
faktički,48
nizati,1
poruka,239
asistirati,1
razgovor,287
vazduha,98
evidentan,16
primetiti,109
institucionalan,43
delovanje,107
svojstven,7
svedočiti,85
asistiranje,1
adekvatan,65
komunikacija,57
propuštati,8
mađarsko-srpski,4
ištvan,4
svedok,115
vojvodina,156
nadograđivati,2
premijer,295
orban,16
mudrog,3
političar,140
mudri,5
generalno,37
ugledati,19
gubitak,56
ištvana,8
sdps,23
kandidatura,15
zadovoljan,109
odličan,89
ekspoza,143
digitalizacija,33
delovati,115
milja,1
dočekati,37
proces,488
e-uprava,13
urađen,174
dovoljan,123
organizovati,234
desetak,32
intervja,12
intervju,13
prethodnik,35
fokus,49
podneblje,1
specifičnost,9
mnogom,11
posvedočiti,3
posvećenost,20
jutar,14
mrak,18
pažljivo,77
saslušati,74
kontrolor,15
predlagati,116
sazivanje,4
dinamika,24
kvalitetno,10
kompleksan,18
prethodno,58
nabrojati,12
usmeravanje,7
koordinacija,27
izdvojiti,85
značaj,264
diplomatija,31
buktiti,2
pojas,10
gaza,20
spoljnopolitički,14
aktivnost,254
poseban,284
ambijent,48
složen,31
oprezan,4
pozicionirati,23
ležati,39
svesno,37
koordinirati,13
nastupati,30
unazad,107
slab,29
rečnik,38
olakšati,41
otežati,8
kultura,358
svako,96
nepristojan,14
međusoban,62
prikladan,3
unaprediti,139
zakonski,175
rešenje,449
tenzija,57
spustiti,37
signal,14
ključan,263
poći,15
negovati,35
zdrav,178
kvalitetan,126
vrednost,452
razlikovati,52
prepoznatljiv,8
poverenje,248
sigurno,195
prezentovati,18
neistomišljenik,21
bežati,86
opozicioni,239
produktivan,4
blagotvoran,6
podsticati,39
sučeljavanje,10
argument,237
iznedriti,3
zasnovati,53
angažovanje,44
nastojanje,15
zavidan,12
književnik,5
dobrica,33
ćosić,5
andrić,12
josif,2
pančić,4
sagledati,51
postavljati,243
nastup,16
šokirati,9
prići,29
povod,18
poziv,191
mrziti,12
osećanje,28
suzbivati,3
negativan,121
zdravstven,315
pravisti,3
gurasti,3
navrat,34
početan,35
premis,3
nepoštovati,2
ozbiljno,90
iznositi,441
parametar,24
izmišljati,50
lupetati,4
upecati,2
vreći,22
zaleti,7
preskagati,6
mnoj,68
izdržati,44
čekaj,9
ponaći,7
iskontrolisati,12
kontrolisati,83
milinko,3
uplašiti,23
sedeo,25
izlaz,19
odrasti,8
šamarati,4
mirati,18
dosadan,31
ubiti,130
ućutkati,10
aktivista,4
zvoniti,5
šaliti,15
smešno,12
snimati,23
devojka,11
neonacizam,3
izraz,51
privesti,37
grafita,3
ispasti,25
kikind,23
zemun,21
podebeti,1
dosija,6
ubistvo,88
trgovina,124
droga,19
rrorelavoić,2
targetirati,33
terorisati,8
priprema,87
fizički,142
eliminacija,6
vuletić,1
identičan,22
egzekucija,1
performans,23
nalepiti,1
logično,45
vovolji,1
svedočenje,13
čiti,27
odbrana,275
zvezdan,2
legija,4
svač,6
legitiman,74
pravosnažni,9
sudski,68
presuda,89
okriveti,2
postupak,346
kriv,147
doživotan,4
diskurs,11
snimiti,13
oteti,56
mandati,6
jesti,52
režij,5
režiser,5
uveličati,2
režirati,2
četvoro,33
ručak,13
saveznik,23
partner,202
tango,1
satanizovanje,1
hladni,5
pavić,18
simboličan,10
konkretno,130
urušavanje,27
pogotovo,160
ubrzan,5
tempo,14
2012.,539
povlačiti,22
ubrzati,68
jednostran,10
ustupac,5
ustupak,15
pregovarati,46
upravni,36
simbol,89
državnost,36
nabrajati,37
pregovor,93
rezultirati,15
francusko-nemački,57
ohridski,25
prihvatanje,24
ravnopravnost,55
urušavati,28
uredba,155
razoružavanje,6
naoružavati,12
militarizovati,1
naoružan,17
banda,18
migrantat,10
harati,5
ispunjavati,70
vekovni,1
neprijatelj,68
razoružati,3
ukinuti,167
brinuti,208
nadležnost,103
stupiti,59
oblaza,1
nadviti,6
obaveštajan,19
analiza,155
objaviti,144
izbijanje,1
etnički,35
konflikt,17
opasnost,82
odugovlač,5
vraćanje,78
vojni,307
roka,119
rastutiti,1
skratiti,27
preuzimati,31
ingerencija,7
zabrinjavati,13
komandovati,5
vojska,464
rizik,125
bože,40
napomenuti,49
savest,29
opisati,22
trampov,7
amerikanac,19
zapadnjak,3
bombardovan,5
šamar,5
korektan,44
nesaglasan,2
slagati,288
istopiti,3
iha-haj,1
ukidati,29
depeša,5
vikiliks,13
svesti,58
osrednji,4
lovački,8
družina,9
naoružavanje,6
kopnen,5
vazduhoplovstvo,16
rodov,1
mudro,9
prilog,72
teza,43
preskočiti,30
kioski,4
uništavati,91
sravniti,3
1848.,2
mađarski,57
april,107
1941.,23
1944.,5
vaskrs,12
rušen,1
nastradati,13
bisti,219
raspoložen,4
nađati,45
opravdanje,33
zauzmeti,5
obrnuti,13
indukcija,1
dedukcija,1
diskutivati,29
objašnjavati,100
ponuda,54
kontar,12
pravnički,6
koristan,51
narativ,31
lažan,133
optuživati,99
profesija,31
dinar,1157
bivši,280
kriva,57
krivi,10
gledište,6
demantovati,81
razoružavati,2
potez,50
valjati,116
konstant,8
onakviti,9
nedostajati,54
geopolitički,84
ofsajdo,1
karta,68
okružiti,14
ekonomija,354
otpor,41
bezuslovan,5
mitingivati,5
prodavnica,17
mleka,66
"2,8%",4
mlečan,16
mast,2
"3,2%",4
"1,8%",1
grupacija,65
zadržati,63
civilizovan,38
sadašnji,87
spremiti,34
replicirati,43
uvod,32
izuzetan,74
ozbiljnost,15
temeljnost,1
četrnaesti,4
ijedan,15
izgovor,36
uvažen,144
decembar,276
pomeneti,11
pošten,156
regularan,18
stiti,12
upadati,30
dotaći,33
deleti,26
uvažiti,165
istakan,27
totalan,19
diskriminacija,65
ponižavati,38
komentar,70
gradski,149
goati,1
cionista,1
antisemitizam,3
1945.,23
umiriti,11
izvanredan,20
konstatacija,39
odabrati,13
takmič,1
desnica,3
levica,12
stavljati,1458
tekst,168
formiranje,63
albanija,27
kredibilitet,46
2027.,162
ugostiti,5
učesnika,11
expo,45
socijalan,317
dovan,16
imenitelj,16
jedanput,35
usvojiti,536
krkobabići,9
nedavno,79
skup,243
dubrovnik,9
učesnik,51
dinko,10
šakić,8
upravnik,11
ustaški,14
jasenovac,30
lažno,16
sabahudin,1
uhapsiti,97
zovesti,35
porediti,53
učesnica,1
posrbljavanje,2
nastati,99
misao,58
klasa,17
austro-ugarska,3
majksi,1
srbizovati,1
posrbljavati,2
vizantijski,6
stil,23
barokni,5
diktirati,9
marija,38
terezija,2
pričam,4
uzdanica,2
proglas,23
ideoloz,1
zadazak,7
liman,3
zabraniti,131
kosmički,1
eliminisati,10
kriminalac,100
vraćati,176
budeti,47
ijedati,2
ponositi,52
anom,2
prijateljski,44
zovet,3
dirati,10
reka,156
toba,8
kafanski,6
popudatan,2
fore,5
prodavesti,1
jadan,35
trezati,2
sljuštiti,1
hidorcentral,1
mrziš,2
družiti,13
zalizati,1
isprati,5
majika,4
zaustavljaš,1
nuditi,126
slati,82
mejl,5
hidrocentralica,1
gradilište,21
napreduvesti,1
ćesti,21
juriti,26
leptir,3
kalemegdanu,1
nemiti,56
saplitati,2
sabrati,11
hajditi,7
probaj,3
dokučiti,2
informacija,279
probasti,1
pomoziti,8
pogledaj,2
vidiš,10
kafan,15
karirati,1
stolnjak,1
limen,1
pepeljara,1
pevaljka,1
uneseti,7
probar,1
probati,100
dozirati,1
sfera,32
posvetiti,96
uveren,60
jednako,64
trolemestan,1
specifikati,1
moderan,91
digitalan,30
platforma,58
iskorak,33
nizak,113
kriterijum,67
držanje,10
pojavljivati,45
argumentacija,34
vezan,121
ličnost,56
adhomina,1
komentarisati,54
zalagati,157
obezbeđivati,62
skliznuti,1
uvredljiv,58
francusko-berlinski,1
devet,117
odredba,109
tvrdnja,53
gotov,39
pravno,27
uveden,13
manjinski,89
tradicija,100
trouglo,2
srbija-mađarska,5
dodik,43
trougao,2
srbija-srpka-mađarska,1
igrati,113
primati,114
zvaničan,90
poseta,66
samozvani,4
vladajući,254
pogrešno,57
netačno,11
istiniti,19
obuhvatiti,47
približno,7
operativan,26
sumnja,84
predrasuda,7
sarađivati,87
krstareći,1
raket,10
pogoditi,50
plac,4
pretvarati,22
komercijalan,45
sadržina,13
obnoviti,43
avalski,1
toranj,4
obnavljati,15
tehnološki,80
slomliti,2
kičma,21
simbolički,7
reprezentovati,5
objektivno,25
prodaja,98
arhitektonski,3
remek,2
planirati,291
arhitektura,5
slučajno,93
nebodera,1
slomiti,20
simbolizam,1
dometa,2
umeć,1
zamenjivati,16
konfekcijski,1
pameta,27
sagledan,2
približan,9
detaljan,35
pravnik,56
nezakonit,59
1922.,1
tehnički,126
postojeći,129
skica,1
idealan,39
preispitati,12
zaključak,102
ponižavajući,11
prejak,1
dosadašnji,72
zidati,10
investirati,64
koštati,235
stadion,412
vodosnabdevanje,41
banat,26
zrenjanina,63
pijaći,33
trajan,57
zrenjanin,30
fizibiliti,1
usmeravati,19
sredstvo,643
detaljno,40
razmotriti,39
širiti,60
efekt,52
izvor,156
finansiranje,167
prioritet,200
skrenuti,63
uprostiti,1
oslanjanje,9
preporuka,177
banka,598
blok,24
nepomirljivo,1
posvađati,14
zavaditi,8
skretati,20
makro-ekonomski,5
privreda,351
niski,12
uzastopni,1
neuspešan,15
2001.,81
zarobljen,8
neokolonijalan,5
položaj,194
izjava,165
previše,48
prepuštiti,6
postizati,39
kocka,4
kladionica,33
pošast,5
razarati,18
ćošak,7
raskrsnica,11
kockarnica,26
bujanje,1
katastrofalan,45
zdravlje,356
široko,28
ulagiti,6
kvalifikacija,66
milenk,16
načelan,112
zaokružiti,23
celina,335
duboko,97
polemika,17
građen,2
slavan,19
jugoslavija,102
rađati,38
emotivan,4
čuvati,193
groblje,8
prošlost,111
muzej,59
dogoditi,169
prebaciti,40
velelepan,9
puka,1
manježu,1
zanemarivati,15
fudbal,57
prihod,207
igrač,22
uefa,4
ulaganje,303
reprezentacija,15
uporediti,49
sajam,17
koncert,16
podloga,2
podao,6
pikati,1
lopta,1
polaziti,17
davan,2
zaboravljati,44
čoven,1
biznis,45
ulagati,184
aprila-maj,1
česma,4
piće,24
vučiti,8
kovina,10
račvati,2
odustati,106
preskup,5
bezbednosan,53
rizičan,11
karpat,1
itd.,82
preskupati,1
varijanta,17
fabrički,3
naseljen,17
selo,303
postrojenje,73
kukuruz,14
hemija,8
prski,7
otrov,14
bacati,92
vodonosan,4
slojeva,5
prečišćavati,5
tom-pot,1
onlajn,9
klađenje,4
kladiti,3
pospešivati,4
dobijati,297
bonusa,2
zatvoriti,118
demokratski,388
otkaz,16
zaposliti,78
podići,126
stopa,311
nezaposlenost,113
bankrotstvo,3
kurs,92
veštački,109
plaćati,274
kredit,418
skočiti,25
uzmiti,90
odjednom,38
40.000,35
optereti,2
terali,1
uzimati,163
švajcarac,1
autoput,84
kilometar,297
rekonstruisati,32
pobegnuti,17
stigan,1
bauljanje,1
perspektiva,51
iscrpan,9
gospođiti,44
kritički,31
2013.,53
praktično,167
zapadni,199
odobrovoljiti,1
tadašnji,130
1800,7
kabinet,98
devič,1
bogorodica,3
ljeviški,1
čist,132
maltretirati,46
starka,2
terati,41
saopštenje,22
2010.,55
prebacivati,20
prijatelje,30
povući,102
vešti,1
profesionalan,109
ostvarenost,1
pomenut,57
prekidati,68
pozabaviti,33
tužiti,35
tabloida,2
suđenje,19
prostorija,35
higijenski,2
vaspitni,8
podjednako,35
para,208
prljava,10
zaraditi,80
rijatija,1
osnovati,71
decembarski,30
kvalifikovati,41
manjina,164
peti,75
višestranački,4
proglasiti,103
radovati,101
utkan,6
aparat,29
režimski,24
nesumnjiv,10
odobriti,57
naručiti,14
razmer,16
antologijski,1
modalitet,9
svakolik,1
seljenje,3
glasač,36
fantomski,66
režim,248
kratkoročan,6
upotreba,59
ugušiti,6
denuncirati,3
okrilje,7
spiskov,19
umrli,2
izvođenje,34
poznačan,6
dovođenje,26
region,281
dimenzija,32
razotkriti,15
mehanizam,78
antagonizam,2
otkad,9
bezočno,3
sitan,20
milošević,145
svojevremeno,26
oduzimati,95
sirotinja,5
kantica,1
benzina,3
frekvencija,46
bogatstvo,92
građevinski,77
zemljište,233
poljoprivredni,450
obmanjivanje,7
istaknut,22
kineski,62
tabla,6
crtati,9
blagostanje,19
hvalospeva,4
hvalosp,2
dokumentovan,1
posmatrač,30
opstajati,2
omalovažavati,24
agilan,1
umešnost,2
uložiti,157
ukrajina,108
prestonica,19
nezapažen,1
skrivati,5
prouzrokovati,9
nemoralan,7
iznošenje,19
šteta,212
činjenje,8
oblatiti,3
skiniti,27
prljavština,2
kriminalizati,1
izvrgavati,3
ruglo,3
ukraditi,11
prinuditi,18
raspisati,81
seliti,28
fiktivno,14
nadoknada,45
2.000,33
vrednosni,14
potcenjivati,16
pokraditi,15
prohtiti,3
neljuda,5
izmena,864
poglavlje,45
pristup,122
slavodobitan,1
ohrid,11
obznaniti,3
pregovarački,19
okvir,319
pristupanje,23
citat,63
obavezati,23
nepotpisati,1
supstanac,9
novembar,98
naknadni,2
izjaviti,94
zatvarati,25
sastavan,25
upropasti,5
odupirati,1
formalno,38
čvrsto,39
vežati,5
napredak,173
kooperativnost,1
implementacija,38
pristanak,3
predati,161
omogućavati,89
opstruišati,10
zaglaviti,9
udaljavati,4
sticaj,16
obećavati,88
moćnik,4
eldorado,4
krajem,65
lagano,10
odraditi,72
preuzeti,121
carina,46
registarski,7
tablica,49
putovati,41
upoznati,97
zapiti,6
roditelj,275
brać,14
sestra,52
banjska,17
pogibeljan,1
gurnuti,18
banjski,5
fijasko,1
urušiti,24
vatra,17
upaljen,1
šibica,9
predmet,119
ucena,17
obilato,2
vučićev,54
kamo,5
sretati,19
izbacivanje,5
predavati,41
ukidanje,69
sever,49
entitet,17
računa,103
registrovati,40
sklanjanje,2
kapacitet,270
podvođenje,3
pokrenuti,134
popravljanje,11
dopuna,426
ubacivati,10
korektivan,6
služiti,244
alata,6
uzurpacija,14
pismo,130
stići,157
packa,2
poslato,2
zanemariti,27
gest,7
udžbenik,62
umilni,1
ispravak,53
amandman,3927
propratni,6
doslovno,4
usmen,13
rezervisanost,1
izražen,13
ubaciti,52
uvodan,19
precrtati,2
obavezivati,38
molećivo,1
ulazak,57
rezerav,6
crven,71
slov,22
nečasan,14
saopštiti,33
pravdati,19
prevaciti,4
budal,10
pribegnuti,2
duriti,2
zamalo,4
budati,2
greh,24
krivica,31
saradnik,94
istorijski,213
teret,55
overiti,24
izveštaj,429
služben,82
putovanje,20
interesivati,160
finalizovati,1
preduslov,46
finansija,30
balkan,135
korisnik,107
funkcionalan,23
pravosuđe,107
izražavanje,10
konstruktivno,10
angaživati,28
normalizacija,8
eskobar,3
neispunjenje,1
otcepljenje,7
devedeseti,25
ratovati,33
papuča,1
cipelica,2
načelnik,76
pobeći,77
ratište,8
bojište,1
državljanstvo,38
verski,60
pripadnost,25
hrvatska,110
negodovati,1
šezdeset,4
džepa,21
žika,17
gojković,20
106.,69
uputiti,144
stepen,92
poznavanje,9
imun,3
uobičajeno,2
poprište,7
debata,44
prištinski,19
precizan,54
mihael,1
andrija,1
šrider,2
pajtos,4
odir-ov,7
protest,292
navodni,29
nepravilnost,35
zainteresovan,60
posmatrački,8
odir,25
optužba,52
kupovina,168
rasprostranjen,4
finalan,12
dupla,1
lobista,27
neverovatan,64
zaprepašćenje,1
doza,20
strah,132
kukavičlukati,1
održati,216
pardon,12
konkurent,4
čitalački,2
znački,3
ponaš,1
mlatio,1
gomila,30
laža,116
izmišljotina,10
kleveta,6
junački,13
stručno,10
izražavati,38
pravilo,164
predsednički,21
zdravka,6
ponoša,12
boliti,34
šime,1
krajišnik,4
prognan,7
oluja,17
čitati,212
novina,19
krajne,2
međuvreme,87
dokli,28
kućni,30
praga,2
bežanje,5
upišati,4
akademija,68
pripremat,1
pripremati,41
rezervan,30
rođak,14
sugrađan,42
tuđmanov,1
ponosti,1
vikni,5
tuđmane,2
tresti,10
zagreb,38
skroz,11
neverotavan,1
bedno,3
bedno.,1
retko,23
saglasan,34
bedan,22
objastiti,20
protumačiti,11
olakšavajući,4
pripremiti,67
abdejtovati,1
rečenica,172
smisliti,57
penzionisan,5
peking,14
moskva,18
optužiti,93
snositi,55
veselja,2
podleti,1
pokvariti,12
logika,47
izbacivati,21
kvariti,5
pljuniti,2
vođen,27
otkusti,10
depesiti,2
06-beograd-842,1
general-major,1
autor,28
strategija,263
katalizator,1
odbrambeni,60
uživati,50
nanjušiti,1
depeš,10
knjiga,43
zapljusni,1
06-beograd-880,1
2006.,143
detoljano,18
ponošev,5
nedvosmislen,15
strateški,321
opredeljenost,11
oružati,15
partnerstvo,59
konačan,34
učlanjenje,3
smanjenje,101
ljudstvo,3
27.000,5
62.000,3
redukcija,2
zatvaranje,27
baza,57
usvajanje,142
suština,199
naročito,217
oficir,19
časni,29
mastiljariti,2
kursev,1
uticaj,281
paralel,9
uzrok,19
večno,9
kadrirati,2
unapređivati,38
smenjivati,5
temeljan,29
sastavljati,11
privrednik,46
ambasador,88
lazovićev,1
blato,25
čamco,1
skok,78
beograd-1381,1
majkl,3
polt,8
koštunica,63
razrešenje,25
komandovanje,3
imenovanje,17
ponošu,8
spremnost,36
kolo,21
miloše,14
beograd-172,1
2007.,48
instalirati,6
predviditi,17
šutanovac,13
najuriti,6
kofeti,1
umeo,7
vojnik,77
raspored,6
vizionar,6
cirf,2
prekomandovati,1
patrik,1
atlagića,10
lozoja,1
vedeti,2
neslućen,3
visina,79
silan,13
pokidati,1
dlaka,2
skloniti,37
dočepati,13
unapređenje,153
lansirati,4
padobranski,8
penzionisati,2
pošutirati,1
lojalnost,13
šutanovac-jeremić,1
vući,3
hleb,31
išutirati,2
naopačka,2
dostojan,52
svejedno,35
genijalan,18
strat,1
odhir,2
rečenik,17
pionirski,60
istumačiti,1
tumačiti,58
garantovati,135
tumač,2
sticati,44
nošenje,4
napredovanje,7
ambicija,38
bezgraničan,1
nikakvi,1
gurati,52
zamarati,6
svađati,36
interesantno,18
poneta,1
tviter,29
vickast,1
narediti,25
glupirati,2
budala,11
urlo,1
kolektivan,52
brigada,26
topiti,13
strela,3
marsenić,58
marsenići,1
ćorović,5
lalić,3
skidati,29
skela,1
sketi,1
marsenicuća,1
podeliti,110
uživajte,1
tapšiti,2
gurajt,1
prav,61
odjedan,16
"10,00",5
pavićević,46
građanka,138
princip,158
reprezentativan,22
zakonodavan,68
kontrolan,26
čuvanje,17
gostovati,29
premijerka,61
nekažnjivost,1
normalizovati,14
vs/mp,2
