word,frequency
odbrane,3
protokola,2
ekonoms,1
teraičo,3
kine,2
ukidanju,1
nosioce,1
diplomatskih,2
službenih,1
seroidnih,1
pasoša,1
ugovora,7
zajmu,11
septembba,1
godine,13
frrocdsda,2
postupajući,5
ministarstva,8
finansiia,8
postupa,4
karajevo,1
garanci,6
upravljanja,1
elrotro,1
mrežom,1
garajeda,1
prvobitnog,2
zajmodav,2
agenta,4
vodećeg,1
mandatno,1
aranžera,3
odnosi,1
aranžmanu,3
iznosu,4
podršku,1
mađarske,1
unapređenoj,1
dnevnog,1
reda,1
izmene,2
dopune,2
potpisanog,1
podrške,1
burčelu,2
uzdržan,4
strane,2
arapskih,1
vezi,1
zajmom,1
američkii,1
amandmana,1
osnivannu,1
evropda,6
obnovu,4
unije,6
učešću,4
fiskalisu,1
programu,4
oporezivanja,1
građani,2
jeoroko,1
vrodrod,4
cassa,1
zajmoprimca,2
aranžiran,1
ovlašćenog,1
glavnog,1
frankfu,5
tržišta,1
brosro,1
komponeena,1
energetsa,1
efikasno,1
objekti,1
jadi,3
namene,2
međunarodnog,1
digitalna,1
2021-2027,1
sprečavanj,3
tajnih,1
iskopavanja,1
nezakonitog,1
uvoza,1
izvoza,1
kulturnih,1
dobara,1
srednjoevropskom,1
univerzitetske,1
razmene,1
autentičnog,1
tumačenaa,1
odredbe,1
okvirnog,1
finansijskoj,1
kraljeviva,1
španije,1
infrastrukturnih,1
projekata,1
službeni,1
ugovori,1
6/22,1
guvernera,6
jorgovanki,6
viceguvernera,1
željku,4
kandida,4
fiskalnog,3
saveta,9
blagoja,1
šestoro,16
blagoj,3
altiparmakov,2
davanju,11
saglasnosti,7
agencije,3
energetiu,2
godinu,19
regulatoo,1
elratro,1
medije,1
komisije,9
hartije,2
izvešta,13
radu,12
državne,6
rroizodal,2
institucije,2
ispravko,1
podnela,6
državna,1
rroizo,1
predlogom,17
zaključaa,12
odbora,21
finansiie,7
republii,7
kontrolu,11
trošenja,7
javnih,10
sredstaa,7
juna,6
korupcije,2
podneo,1
fiskalni,1
sprovedenom,2
monitoringu,2
kancelaria,2
naraje,2
rrpublič,2
zaštitu,6
postupcima,4
periodu,2
01.01.2023.,1
31.12.2023,1
republička,2
javih,1
oktobra,1
nroležva,5
januara,1
drodrod,1
resornog,1
izmenama,24
organizaciji,1
službe,2
sastavu,4
parlamentarnom,1
forumu,1
srpska,1
parlamentarnim,2
parlamentarnog,1
stabilizaciju,1
zamenika,6
92b.,1
obećavam,1
zakone,1
nroavda,1
budućih,1
nedeljika,1
jovana,1
brezjak,8
zaseok,1
natovariti,2
otiđiti,6
infostan,1
vilo,14
baškar,2
rakitski,7
upotreban,10
vreme.,2
jel?,2
bezazlen,6
nesuvisliti,1
porusiti,2
meštan,50
ishodovati,2
kovači,1
dragosinac,1
sirča,1
leševo,1
ravanica,2
zakut,1
vitanovac,1
milakovac,1
1.530,1
111.491,1
rokunapraviti,1
oštećenje,6
prvostepen,2
trajno,28
kraljevčan,3
stojički,1
borački,9
legitimacija,2
ljubinko,13
đurković,15
predoći,2
dinamički,2
nužnost,4
osposobljen,1
razdvojati,2
rudarsko-tehnički,1
donesti,2
bojaznost,2
svež,3
dažbina,4
predlaganje,8
hirurg,2
dezinfekcija,1
okanović,2
noćni,1
tenka,2
pratnja,5
puštata,2
kubatura,1
23.00,1
nesmislen,1
misaon,10
damira,1
ranga,8
tedionica,1
egzodus,6
prijedorski,1
kalendarski,6
zakonika,3
hroničan,7
predmetan,8
deficitaran,5
artificial,2
intelligenca,2
zakoračiti,2
pore,1
2024.ad,1
entuzijazma,2
mikec,1
zoranin,3
arunović,1
vansie,2
klauzula,3
poklanjanje,4
nehotica,1
celost,18
ugovoran,6
ugovornik,1
građ,2
instiutcija,1
preveliki,4
apstentizam,1
zdravsteti,1
ivazivan,1
prevoj,2
baštu,2
bašt,5
bajine,5
bašte,4
proizilaz,1
dijaliza,2
visinski,2
bližnji,2
kadinjač,1
sedmično,1
ultrazvuk,2
pukni,4
vodenjak,1
bašti,3
privatni,13
powerchina,1
pogađanje,2
pošliti,1
suza,6
nepotpisivanje,1
bajino,4
bajinobaštan,1
užičati,2
usud,3
suludan,1
raskopavanje,1
dubravki,5
neplaniran,2
zastoj,7
termoblok,5
pozuleksan,1
upropaštanje,1
otuđenje,7
raspal,1
konsolidovati,2
zanemarila,1
proizvodan,2
termo,1
hbis,1
čest,15
ispada,1
konsultant,7
tonchew,1
advisory,1
menadžerski,3
protivljenje,10
dobavljač,8
isisavanje,1
istrajeta,1
zahvaljujući,3
bespotrebno,1
šapčan,3
ireni,4
zaplašiti,5
protesan,1
stepanović,8
zapanjiti,2
uznapredovati,3
politizovati,10
dr rastislav,1
prijemnik,2
provajder,2
total,1
"16,6%",2
inflatoran,2
postojit,1
anten,1
čokolad,1
flaš,7
razvodniti,2
sveopšti,12
19.644,1
140.000,4
poskupljenje,7
pretplat,53
nekažnjeno,3
pravilnik,41
propagandno,3
brogrod,1
zamagljujeti,1
vršit,2
kockarnik,1
kockanje,12
čestitkati,1
zeleni-lev,1
duvanski,2
žestok,9
alkoholan,5
zavisnički,1
zozar,1
supstanak,4
neizmerno,6
aranđelovčana,1
lekić,3
preznojavati,2
poskupiti,3
cenzurisati,1
pristrasni,2
porisiti,2
autocenzura,1
antirežimski,1
osvrt,15
aritmetički,2
gubika,4
zapremina,3
zlatarski,1
ispostavljati,5
rešavan,1
netretiran,1
gružanski,1
seče,3
snabdevati,25
zasipanje,3
neupotrebljiv,2
gebels,1
blagodet,3
stroj,3
bbs-,1
vršljati,1
95-97%,1
polemisiti,9
osvrćiti,7
podmiriti,3
"16,6",1
"57,8%",1
"19,8%",1
usklađivati,9
uračunati,5
periodično,3
spram,12
zavučeti,2
rasipništvo,1
hendikepirati,2
poznač,1
odlepiti,2
smelost,2
dozlogrditi,1
napadat,4
dožitivtiti,1
citrirati,1
panflet,4
teran,1
prištivan,1
nacional,1
opterećivanje,1
diskriminartoran,1
bosanski,12
kulturno-zabavni,1
alarmantno,3
jeznuti,1
bosanki,1
ispravljanje,2
novinarski,14
nepristrasan,5
marginalizacija,1
perpetuirati,1
nepotpun,8
neizbalansiran,1
provladino,3
jutaran,2
rubrik,1
prelistavanje,1
iščitati,6
podvaljivati,2
zastareo,2
vrućina,3
nezaštićen,3
iznenadan,3
prisno,1
komšijski,2
gomiti,1
influenser,2
on-lajn,1
solo,2
drinker,1
politizirati,1
ispovraćati,1
straž,3
portas,1
moto,3
krvaviti,3
košuljam,1
čekirati,2
trop,1
išamarati,1
pronalaziti,8
skladištiti,5
posečen,1
simpatija,5
belodati,2
dubrovka,1
nakaradno,5
skrnaviti,7
mermerisati,1
krečnjak,3
rašan,1
kalcit,1
pežurativan,1
pobornica,4
dalekostruko,1
poistoveti,2
inženjerski,15
komora,22
unazađivati,1
ophodit,1
proveren,2
baratati,2
ophoditi,5
pregledanje,1
upita,4
kvaziaktivist,1
politikant,7
zamisati,2
predikcija,1
zadovoliti,1
geolog,3
naporni,3
bravara,1
električar,1
sprema,5
naštetiti,2
ninoslav,4
zelenilo,1
bazena,6
brčki,4
prelep,3
osvedočen,4
šapnuti,1
ćutina,1
zainteresivati,2
mašnica,1
kravatica,2
amoralan,2
malo-malo,1
zabeležba,5
ćute,6
opstruirati,2
šurovati,3
grešan,1
pominješati,1
zlatko,10
kupati,6
sreli,1
sreti,5
sahranjivati,2
lukovac,3
cvetka,2
napizati,2
bunar,21
eurolitijum,7
sond,1
hajdmo,1
jalovina,34
ziđina,9
duznedan,1
temska,6
derivacioni,1
ograničavajući,1
koegzistirati,1
geolo,8
tiačažan,2
prelazak,12
interestan,1
đina,1
60-tih,1
70-tih,3
merio,1
budžeta,15
drve,2
demantujati,1
hidroelektranta,4
donajen,2
konotacija,9
pridobijanje,1
preuveličavati,1
blagovremen,3
ostal,1
spominjanje,4
hamdanović,1
šumar,6
šumarski,13
odsek,9
erozion,1
ocenjivanje,2
oštećivati,3
vodotokov,11
doktorirati,8
hidrologija,5
licencirani,3
projektant,11
bušenje,6
eksplatacioni,1
prodiranje,1
vodoprivredni,2
nadristručnjak,1
opisivanje,2
zabranjen,7
recenzirati,2
publikacija,3
hidrološki,3
konzervacija,4
rukovodilac,30
denunciranje,1
urliti,1
zverinjak,1
fazon,2
roza,3
amidži,1
10-og,4
modi,2
podržavan,1
globalistički,11
globalista,1
teoretičar,6
ekpertiza,1
ublaziti,1
planera,1
donošen,4
bojčevica,1
rogopeč,1
golija,4
popratan,1
jelovica,1
samokovski,1
rsovka,1
zanog,1
slavno,1
rio-tinta,1
ekoloza,4
ljigu,3
preplata,2
budžetiranje,4
ušetati,1
flotacijski,4
nadzirati,2
ovce,2
nadzireti,1
linglong,5
juri,1
savki,1
pocepa,1
pooštravanje,3
programski,14
naškoditi,2
sajtov,2
dark,1
geto,2
fotoreporter,1
pentraja,1
kiptiti,1
griža,4
zadrška,3
uprepodobiti,1
dikcija,2
fotograf,1
zadovoljiti,5
prestupa,1
ubrzavanje,5
1465,1
1693,1
tesno,1
osluškivati,4
centralno,4
pooštriti,2
podnošen,1
lituju,2
odvestiti,1
krili,1
potpisnica,6
zapljunuti,2
prepucavati,3
čistij,2
razležin,9
neobavezivati,1
dokumenat,1
upravljački,13
iskustav,4
skrnavljenje,2
minimalizovati,3
kompromitovati,2
nagrdni,1
strelac,4
osvojen,3
vremešan,2
požaliti,1
rts-ov,2
uzvratiti,4
zavlačiti,1
motoran,5
testera,1
prisiliti,1
portirati,1
urednički,1
zabavan,3
urednica,3
bronzan,4
liti,5
petrolejski,1
lampa,2
svetlost,6
ljubičasto-žut,1
dve-triti,1
barab,5
akademika,7
šolaja,3
projekcija,23
ćusija,1
3.300,1
ćuskijina,1
štetočina,3
begaj,1
ćasti,2
inač,5
ultar,2
konzervativan,6
desna,1
pišljiv,1
boba,2
krovni,5
svesrdno,4
upletiti,2
svot,4
80%.,2
propagan,1
ulepšavati,2
zataškavati,1
namet,1
fabrica,1
reciklaž,6
olovan,4
akumulator,7
vodozahvat,6
zlog,2
sagrada,1
reciklagati,1
razmrsiti,1
ekosistem,8
mapiranje,1
identifikovanje,1
vertikalan,2
raspoloživ,9
osigurati,25
minimizirati,4
približavanje,8
nišavski,6
požezi,1
interpretirati,7
niketić,1
janić,1
pendreka,5
džeki,1
imaginarno,1
besprekorno,2
tričav,1
klanšček,1
lobistički,2
saslužitelj,1
rađevina,14
curiti,5
uzbunjivanje,2
vodotokova,4
rudariti,14
zamorčići,2
gvineja,30
stanište,5
aburadžina,1
angloaustralijski,1
14%.,1
kvalitativan,6
"16,2%",2
zamišiti,4
dobližiti,1
krštenica,1
sanduč,2
estradizacija,2
tabloidizacija,1
almamater,1
senzacionalan,1
deponijati,2
rastinje,1
šapčani,2
smeća,2
jedom,2
podrinjski,4
davos,3
hidrometeorošoški,1
bezglavoti,1
šezdeseti,1
diskvalifikovati,1
džon,1
diskvalifikovali,1
etiketirati,12
klaus,2
zavrbovati,1
antiglobalistički,1
globalist,2
antirus,1
antireklam,1
gostujati,2
koluman,1
kolumnist,2
osamdeset,9
drukčiti,1
amerikanca,1
prebrojati,4
neznatan,4
kvalitetnija,2
višejezičan,1
celodnevni,1
ćuskijin,1
crvenokos,1
poverljiv,3
ratelu,1
30-ak,3
pomagač,1
jedete,1
čvarati,1
23.150,1
13.200,1
prosipati,4
vreda,4
dunav-moravargejski,1
zasipati,5
dezinformisati,1
metodološki,8
nesrazmeran,3
tapet,1
izdeklamivati,1
zbrdati,2
zdosati,2
šantić,5
ispoljavanje,2
šantićev,1
klasje,1
hljeba,1
poštrapati,1
tranzit,6
porobljivač,1
turska,15
porobiti,1
unison,1
razdelo,6
fakturisati,1
popularno,5
oportun,1
zakup,26
egzistencijalan,2
kriterija,1
proširivati,19
kupaz,4
kupak,3
ostanka,3
podstanar,5
subvencionisan,14
neracionalan,5
doplatiti,1
prekomanda,3
tataloviću,3
neutralisan,3
donedavno,2
razoružan,1
stambeno,3
zbrinut,5
drugorazredni,1
digresija,6
zapadno,4
beskućnik,4
tumarati,2
nemila,2
nedraga,1
kragujevački,3
garnizona,1
populičan,1
napasen,1
poparalan,1
odrastanje,4
kolevka,1
dašić,1
denino,1
stimulisan,1
ostavi an,1
stimulisanje,1
pomaganje,1
odrastajati,1
prof.dr.,1
zakupeti,1
dotadašnji,1
useljavati,2
izvođački,2
radov,1
nadoknađivati,2
veštak,6
procenitelj,2
prstija,5
zadobivati,6
invalidnost,1
ustručavati,2
nesebičan,2
plemenitost,2
rigidno,1
oboleli,8
evakuacija,1
kruti,1
veštačenje,5
direkcija,14
samovoljno,1
parničan,1
veštaka,1
snašati,3
cirsd,1
antivladiti,2
patrika,1
racionalno,5
mati,4
dvostepenost,1
isprava,1
izdat,5
1.600,6
zovati,1
jovankin,1
vagik,3
lekin,2
brde,2
raskinut,5
činjeničan,11
ujak,5
dokazan,5
pismiti,2
stanojevića,6
kupakka,3
istupati,5
nepoznanica,3
bujati,2
procvetati,2
ispunjenost,4
negodovanje,3
raspodelo,9
osmisao,1
postavka,1
vrtiti,8
delovodnik,1
višečlan,1
vinski,1
mušica,1
grbo,1
jazan,1
izjasan,6
naoružati,2
haubica,3
težao,2
umor,3
okončanje,7
prevremen,2
izručivati,2
spokojno,1
banalizacija,1
intelekt,2
raspodel,2
zloupotrebljabati,11
dopadneti,2
neočekivan,3
prilični,1
luksuza,1
ultralevičar,1
pripadnuti,1
visočija,1
obligacioni,1
neraspoređen,1
nesretan,4
otklanje,1
nedovršen,5
propisiti,1
dopunski,14
instruktivan,1
glinen,1
golubav,1
usretiti,1
podobnik,1
završnica,2
žara,2
naglas,4
završavanje,1
2001/2002.,1
premešten,1
odbrati,1
nakndan,1
penzionisanje,1
2002.,8
usavršavati,3
samostrela,1
nemojmo,9
generalizovati,3
ustrojiti,2
samostrel,1
rizičati,2
tuda,2
pancir,1
legitimisanje,1
pričaonica,1
platnim,1
uslugama,3
nesuđen,2
obezglavljen,2
unakažen,2
dimnjak,1
dimila,1
zatečiti,2
"23,3",1
donatorski,2
opustošiti,4
1.700.000,2
preračunati,3
2.300.000,4
obilje,1
maštarija,2
gajbica,2
efikasano,5
slovencom,1
neograničen,2
uplata,7
sliti,4
regionalno,5
mirovati,2
miruvati,3
agrobanac,1
špekulacija,3
raslo,1
trošen,3
sejšlski,1
mauricijus,4
iznet,1
obuzdati,4
zadruga,29
krhak,2
dopunjivati,22
skusti,1
manevar,1
razvesti,1
psd2,1
pesdi2,1
zajednomoći,1
provestiti,4
uski,3
glasni,4
fatf,1
neznanja,2
jurisdikcija,3
zadovoljen,3
emocionalan,1
kost,24
vučitrn,2
vuštri,2
smrekonica,2
smrekovnica,1
čičavica,1
sadako,1
ogata,1
pokazan,3
račak,3
ćićevica,1
milenkov,2
vučitrno,1
"9,5%",2
jelašić,1
"34,4%",3
šoškić,4
"10,5%",4
"46,5",2
nepredvidivost,1
makroekonomija,1
umereno-kononentalan,1
podnebljati,1
iscrpati,2
mađioničarski,3
napumpati,3
astronomski,2
zaluđutiti,6
patrolirati,1
rosu,1
loviti,3
ropnalan,1
dotati,1
neviden,5
supermena,2
sletiti,1
jaznestan,1
zaboditi,1
časnoj,1
crnogorac,7
kompromisan,1
e-mobilnost,1
plašenje,8
viskoz,1
zakatanaen,1
burići,1
popucati,2
rekultivisati,1
zajače,1
potpadnuti,1
135.000,10
strastveno,2
mađarica,2
strastven,1
vatoen,1
stilski,3
manjki,7
uzviknuti,1
sročiti,2
umetnuti,1
čikago,3
malme,1
malmeu,1
ponajbolje,1
milovanović,8
radikalka,1
presuditi,2
punovažan,1
apelacioni,4
pozicioniran,4
osiguravajući,2
zlostavljati,1
lažiratan,1
mobingovati,1
potrujati,6
drakonski,2
beskrupulozno,2
istupiti,2
odgriziti,1
izoštriti,1
sarkastično,2
50-ak,3
izbište,1
boško,6
jovančić,1
bobić,1
utočište,3
gospodati,3
mute,1
plitak,1
istup,1
skriti,2
tendenciozan,3
zlostavljan,4
drugostepen,4
nepotpunost,1
subjektivan,7
doživljati,2
istupanje,2
studen,7
letnji,14
prasak,2
izabiranje,1
čestitki,2
guslati,1
rajko,2
nogo,3
gojko,5
rašković,1
odoleliti,1
berlina,3
mikija,3
falsifikov,1
falsifikovati,7
besomučno,9
goidna,1
2023.godin,1
falsifikoveti,1
balinto,1
127.,4
šonah,1
kadkad,1
neverovatni,1
poslovnički,4
disciplinuti,2
pozajmoiti,1
ozodan,2
neproduktivan,4
otpornost,4
potresa,3
77%.,1
51.000,1
marljiv,4
fajnenšal,1
tajms,4
cvetanović,1
apatina,3
ivanjica,6
knjaževčanin,1
razvodnjava,1
zakačiti,3
odabremoti,2
uopšten,5
odglumiti,1
uigrati,2
mitomanija,2
neradikalski,1
nebeski,2
zaverenik,1
kompradorski,1
potenkinov,1
stadionski,1
muzar,1
patrona,1
barona,1
odnosan,1
"2,6%",2
kreator,9
tempiran,1
samokritičan,1
vojvodin,1
jadikovati,2
bavita,2
hola,1
intonirati,4
ispljuvati,2
nametnut,3
ruganje,1
validnost,3
tariguz,2
tariguza,1
zatiranje,1
okretanje,3
nemenljiv,1
naglašen,5
zaustavljan,1
pokatoličeno,1
otpremnica,4
dženifer,2
braš,2
odreća,1
veleizdaja,1
priupitati,4
zlonamerno,3
iščezavanje,1
riznica,1
bivstvovanje,6
internacionalizacija,3
dabiti,3
bluz,1
mafijaško-tajkanski,1
provenijencija,2
patologija,4
satanizovati,1
borkinja,1
osnivati,15
ginekološko-aoererki,1
higijena,2
bernski,4
flora,6
fauna,4
homolj,3
izdajeti,2
porodilištem,3
nasušni,2
uskraćivanje,3
nabacati,1
dezavuišati,4
briza,14
briziti,2
stal,5
vjek,2
kongo,1
oportunizam,2
brada,4
eksplorejšen,4
klevetanje,1
ogovaranje,5
opseg,5
cementirati,2
ekploatacioni,1
flor,2
exploration,2
novootkriven,2
litijumsko-boran,1
jadaski,1
borat,12
ekspoloatacija,1
slovenački,3
kolinski,1
palanački,2
kiseljak,1
danube,1
foods,1
mlekara,1
coca-col,1
rosa,1
minaqu,1
flaširati,2
litvanski,1
alita,1
nordic,1
beverages,1
mivel,1
razlvitet,2
hiljadit,2
lupniti,1
izvolt,1
spasati,3
grip,3
pasijans,3
uveličavati,1
četvorica,5
buzundžija,14
urlaj,2
halač,3
prvobitno,6
tudo,1
zinvald,7
nemačko-češki,1
1845.,2
2028,1
1997,1
obilazak,8
čutiti,2
pres-sati,1
pres-konferencija,2
diskretno,3
zagađenost,3
prespavati,2
pasijati,4
tablića,1
ajnc,1
volonter,4
nepodrazumevati,1
rio-tinto,1
čekat,1
saborca,1
spržiti,2
pritisliti,3
labusov,1
zimvald,2
sumpor,5
opisa,7
lasti,1
letećet,2
uniforan,1
uniforman,2
unisoti,2
pola-po,1
koceljeva,3
kampujati,1
prekoraditi,1
lekarati,1
tažar,7
maji,1
perović,3
zlatković,5
štroka,6
sablja,2
falk,2
uroša,1
zakupiti,2
245.000,1
leda,2
jedeti,3
alhemija,1
prevaziditi,1
totalno,10
pogoršanje,5
falka,1
štrajkava,4
mejlo,1
obračunski,2
1084,1
prepiriti,1
pril,1
iskazivanje,4
potomak,18
protkan,2
dositeja,4
pethodan,1
krajnost,1
socijalistiti,1
pograničan,2
učvrstiti,7
prož,1
egzistencijalni,3
previći,1
prerano,1
velikodržavni,1
nizo,2
ustavno-pravan,7
nezastupljenost,1
sancak,1
predstvljati,1
aleksića,1
iscrpljen,1
nepomičan,1
uštediti,7
lišeti,1
suvišni,3
troška,1
kažite,5
pretplatati,6
kurir,9
superfinal,1
čitalac,1
cerska,1
nerazumljiv,1
komšić,1
napadački,1
proterano,1
nealbanac,6
relativan,5
drvar,5
glamoč,2
grahovo,1
kantonalan,1
makadam,1
zavičajan,3
drvara,1
krajiški,5
elektrifikacija,6
naiđet,2
statusan,1
sukcesija,3
sklopljen,2
ništavan,2
aneksa,5
biblija,1
jadranski,5
zarobljenik,3
masovni,3
čestito,2
proustaški,2
ključev,1
prognanički,2
komesarijat,2
montažan,1
kontingent,2
zaći,2
osmu,1
suzbijati,4
plagijatorka,1
novokomponovan,4
konvertiti,1
obuzdavanje,1
tajminza,1
zauzdavati,1
šargarepa,1
žuljala,1
odabir,3
neraskidivo,2
suživot,4
obogaćivati,1
bolj,1
upornost,7
putokaz,5
neobrazovan,10
krezubi,1
nepristojni,1
libati,2
obuzeti,3
predsednikov,1
uznemirujući,1
opravdavanje,3
kletva,1
plemenit,3
alah,1
dehumanizacija,11
kažeta,1
degradacija,14
istom,2
pogodbam,2
zrenjaninca,1
zrenjaninac,3
kapitalizovati,2
akumulirati,1
pitkati,1
mapirati,1
paradilam,3
zagađivač,16
17%.,1
"57,98i",1
tirada,5
uzdići,5
pomirljivost,1
uzdizati,2
institucionalizalivati,2
produbljivati,4
skrajnut,2
potisnuti,1
rasrbljavanje,2
razvezovati,1
antisrba,2
posvađan,1
rasrbiti,1
amorfan,2
bezobličan,1
sužavati,4
uzdizanje,1
epidemiološko,1
zaražavati,1
asirtivan,1
komonvelt,4
frankofonija,3
nejedinstven,2
živeli!,1
retreaktivnost,1
četvoročlan,3
iznajmljivati,4
saborovanje,1
rasejanje,3
donj,1
pobuditi,2
razjašnjavati,1
raskida,3
stanogradnja,1
useti,1
dotrajao,1
neuslovan,2
amortizovan,1
kazakstan,1
gabun,1
pitomac,1
intez,8
dovršiti,1
postavljenje,1
reizbor,3
izražaj,5
pusp,1
kašnjenje,7
diskriminišući,1
oskudevati,1
ogrtanje,1
skupljanje,2
koncizno,2
omalovažavanje,4
užasno,11
liseti,1
1970.,5
podvodan,1
artefakt,2
susreti,2
daha,5
kreativnost,5
mašto,1
vrednoća,1
agresivati,3
složenost,1
umesnost,1
multimedijalan,2
stasavati,1
desa,1
naslanje,3
pronatalitetan,4
stvaratiti,3
priliva,5
"8,5%",1
"0,5%",5
silicijumski,2
data,2
sobovica,1
lužnica,1
batočini,2
tramvatiti,1
naslanjati,1
prednjač,3
vladaj,1
goli,2
sled,2
veličanje,1
sterija,1
stradaš,1
propadaš,1
nevaljati,1
prano,1
rodoljupak,2
upropastitelj,1
zatucati,1
zbornik,7
ekosistemski,5
štetnost,9
površinski,18
prestanka,15
obližnji,2
praćen,3
nature,3
scientific,1
reports,1
prestižan,6
vodonosiv,1
akademac,1
neznalizam,1
bdp-eov,1
imperativa,1
modni,2
unervoziti,2
zbrčkati,1
šuplo,1
isećati,1
stručak,1
šumarska,1
magistrirati,2
trpanje,1
karađorđevića,3
obrenoviti,3
duška,2
legislativan,1
trener,4
tramp,15
višestran,1
preplitati,1
nespretno,3
izvorno,2
konsultovan,1
oliciti,1
oživotvoren,1
odkb,3
vezivanje,3
spoj,5
prela,1
robovati,1
raslojavanje,4
utrob,3
svesrspki,1
pavelić,12
vajda,5
raspoređivanje,1
raško-prizrenski,1
minmalan,1
razognjištiti,2
zanoći,1
oltar,2
zadijasporiti,1
ljevišćka,1
skakavac,4
termiti,1
alergičan,6
istinoljublje,1
kinto,10
bahaćenje,5
žeton,7
ubacati,1
danke,5
deutschland,2
danka,1
dojčland,1
grmiti,1
zabele,2
okopavati,1
alergijski,1
jačeti,1
saživeti,1
umiviti,1
edukons,2
džozef,1
stiglica,1
vunder,1
kind,1
vučitrna,1
ingenioznost,1
ustvariti,8
vrviti,1
prid,1
atruiza,1
pridev,1
seto,5
nepreveden,1
koktelal,1
sastavljanje,1
tržan,1
-politički,1
kamapav,3
opasac,1
monti,1
pajtonovac,1
pastira,1
biblijski,1
pastirati,1
čerupati,1
galimatijas,1
saborni,1
guslatiti,1
ratno-zločinački,1
strašno-zločinački,1
podsetnik,2
halac,1
večernji,4
vison,1
vasilija,1
krestić,1
kanazir,1
medaković,1
svakojak,2
istrebljenje,2
nesrpski,1
nazov,7
kvazielita,1
spadat,1
evropejstvo,2
načitanost,1
mondijalizam,1
filantrop,1
maslinov,1
grančica,1
histeričan,6
veterinar,6
vređaj,1
intelektualno,2
1942.,4
bosansko-hercegovarci,1
odsluženje,2
pokušan,1
čudovište,1
istrgliti,1
1941,1
pavelićev,1
francetić,2
rafael,1
boban,2
bratunac,7
izbiti,14
anti,1
čuturica,1
poglavnič,1
popaliti,1
nabijati,1
bajonet,1
naser,2
orić,3
1992,1
demokrat,3
velikosrba,1
poljaka,1
prerušen,1
bauk,3
1944-1945.,1
tuđim,1
uvučiti,2
daljni,1
patrijarh,7
mitropolit,1
velikosrbin,1
četnik,2
fantazmagorija,1
jednoglasan,3
hrvati,7
kosmopolitizam,1
milioniti,1
latinka,1
liberalno-demokratski,1
galati,2
hakija,2
kosturnica,1
srbosjek,1
poklan,1
malj,1
dalmaciju,2
luda,3
dalmacija,2
obal,2
ulcinj,1
sutomora,1
protezati,2
herceg,1
montenegrina,1
polu-crnogorac,1
poklona,2
1921.,2
poražen,1
državica,2
vrednosno,3
drugorazredan,1
protektorat,1
napadač,3
alekse,2
očni,1
nekakvi,1
punokrvan,3
genocidnost,1
podruštviti,1
desetominutan,2
obustavljati,4
štetočinski,3
pridobiti,2
stigmatizovan,5
epitet,5
dželat,1
konfliktan,3
poriv,6
solja,1
gori,2
pobocen,1
sonda,1
kalna,1
minićev,1
boljevac,5
grudni,1
zaječarski,3
uliti,2
anesteziolog,1
utorka,2
petko,3
boran,20
slomljen,3
ortoped,2
uput,2
slatina,13
metovnica,1
prinudno,1
zaves,2
timočki,6
cmolić,3
vlahe,1
incesiodan,1
sifiličan,1
divljak,2
paulj,1
matej,1
čegru,1
hajduk,1
vlaha,2
vlas,1
starosedelac,3
vlaški,1
vlasa,1
vlajan,2
ogrev,2
stok,6
ziđing,5
1903.,2
poseda,8
suprug,4
poulotav,2
naježit,1
žamor,2
dozvoljen,6
uklanjati,6
prečišćen,3
ispuštanje,5
recipient,1
obilazan,1
krivajski,3
prekogranični,6
osvrtati,4
plaćenica,1
drven,2
podroban,3
ućutiti,3
brljotina,4
obavita,1
drskost,2
bezobrazluka,8
aminovati,3
polza,3
birodi,2
raspon,5
posmatran,2
19.30,3
"87,8%",1
"0,7%",4
upitanje,1
"1,4%",2
poskupa,1
poskupljivati,3
oskudan,1
kulturno-umetnički,2
ubrajati,2
pinkizacija,1
venčanja,1
voditeljka,1
visokonaponski,1
korupcionaški,7
uredništvo,2
dozoviti,2
4.140.000,1
4.175.000,1
prezadužen,2
padni,9
duhoklonući,1
kvatni,1
ambis,2
slon,2
diskrecioni,5
kraduckanje,1
volšebno,2
"14,4",1
puta,1
niđa,3
trošni,1
mojsije,2
mega,3
strukturni,4
savesan,1
2026.godin,1
pontija,3
pilata,1
opereti,1
ulevo,1
udesati,1
istočno,2
južno,1
severno,1
benk,1
čajan,1
politikolog,3
horizont,4
uvežeti,1
induktivno,1
deduktivan,2
pojmiti,3
politikolozaz,1
induktivan,1
harač,2
harasti,1
svinjca,1
električno,1
vukašinović,1
vitković,1
radoje,1
kujović,1
višnja,1
zečević,1
samokovska,1
sekund.,2
aleksinac,9
bari,1
revi,1
lažovčino,1
bedničiti,2
crnovrški,1
skapavati,2
trivan,2
rakit,3
poje,1
desku,1
rakita,3
panić,3
rakiti,2
presretati,1
presreti,3
toplodolski,1
uvlačiti,1
došati,3
temske,1
uštedati,1
toplodovski,1
geomorfologija,1
preprodavac,1
kolač,6
riđem,2
vođiti,1
košulje,3
merimi,1
njegomir,1
kolarco,1
oberučke,1
neprikladan,4
naovati,2
kuglica,1
glasoid,1
moratorijum,8
konjički,4
pozivnica,1
šabački,1
hipodrom,2
šabačak,1
konjski,1
partijsko,1
emina,1
nataše,1
znamenit,1
mozakka,2
1012.,1
izgladiti,1
stav.,2
klimatizacija,2
sanitetski,5
srebrn,2
nagrađivati,2
osvrnutiti,1
leksilijum,3
